episode,input_fidelity,samples,legacy_force_norm_mean_n,current_force_norm_mean_n,delta_force_norm_mean_n,delta_percent_force_norm_mean_n,legacy_force_norm_rmse_n,current_force_norm_rmse_n,delta_force_norm_rmse_n,delta_percent_force_norm_rmse_n,legacy_force_norm_p95_n,current_force_norm_p95_n,delta_force_norm_p95_n,delta_percent_force_norm_p95_n,legacy_force_norm_p99_n,current_force_norm_p99_n,delta_force_norm_p99_n,delta_percent_force_norm_p99_n,legacy_force_norm_max_n,current_force_norm_max_n,delta_force_norm_max_n,delta_percent_force_norm_max_n,legacy_force_within_1n_fraction,current_force_within_1n_fraction,delta_force_within_1n_fraction,delta_percent_force_within_1n_fraction,legacy_force_within_2n_fraction,current_force_within_2n_fraction,delta_force_within_2n_fraction,delta_percent_force_within_2n_fraction
episode_046,joint_30hz_interpolated,3069,2.010478461924866,0.7927073632101588,-1.217771098714707,-60.57120838533095,2.1276174235239913,0.8784543349286389,-1.2491630885953524,-58.711828300707964,2.9955055527074212,1.514953939328743,-1.4805516133786782,-49.42576761510305,3.4425861195524643,1.945165516497167,-1.4974206030552972,-43.496968588543595,3.969078582796491,2.615460078190047,-1.3536185046064442,-34.10409938653132,0.10231345715216683,0.7530140110785272,0.6507005539263604,635.9872611464967,0.43857934180514824,0.9921798631476051,0.5536005213424569,126.22585438335811
episode_047,joint_30hz_interpolated,3320,1.7918772391928324,0.8381316130199461,-0.9537456261728863,-53.22605842141897,1.9008294849777028,0.9309317080687597,-0.9698977769089431,-51.024975389642606,2.7798112160693362,1.6295193671234929,-1.1502918489458434,-41.380214681353806,3.13065277601891,2.034982147226004,-1.0956706287929059,-34.99815237211371,3.230350632505982,2.3844482824355016,-0.8459023500704803,-26.18608461751602,0.1213855421686747,0.7153614457831325,0.5939759036144578,489.3300248138958,0.6006024096385543,0.9873493975903614,0.3867469879518072,64.39317953861583
episode_048,joint_30hz_interpolated,3483,2.1054209718656947,0.8516442607855852,-1.2537767110801095,-59.54992981613029,2.2574657946973313,0.9427607954015934,-1.314704999295738,-58.238091685991925,3.3209493155471557,1.6144628647133534,-1.7064864508338022,-51.38550121330724,3.4909430576851377,2.085596072291077,-1.4053469853940608,-40.25694381637819,3.6936358311818105,2.996556799116721,-0.6970790320650897,-18.872435289378632,0.11053689348262992,0.691358024691358,0.580821131208728,525.4545454545454,0.4691358024691358,0.986505885730692,0.5173700832615562,110.28151774785803
episode_049,joint_30hz_interpolated,2749,1.8732242505366468,0.8346978784302532,-1.0385263721063935,-55.440579087574456,2.01080284936931,0.9357238454650384,-1.0750790039042717,-53.46516214861497,2.976062461640672,1.6510678488300357,-1.3249946128106365,-44.521733998828125,3.096917565220111,2.1171471301110656,-0.9797704351090455,-31.63695560102547,3.257957548550687,2.9726868854273185,-0.28527066312336835,-8.756119712188145,0.14841760640232812,0.7118952346307749,0.5634776282284467,379.656862745098,0.5070934885412878,0.9821753364859949,0.4750818479447071,93.68723098995693
episode_050,joint_30hz_interpolated,2917,1.7411323087812753,0.8331272764784382,-0.9080050323028371,-52.15026036352201,1.890215709362917,0.9285288283495933,-0.9616868810133238,-50.877097055629335,2.9572183834681027,1.6034311721389338,-1.353787211329169,-45.77907464992503,3.3130813450009313,1.9841018312274854,-1.328979513773446,-40.11309640129202,3.6040579821460925,4.176265962453621,0.5722079803075282,15.87676955093819,0.1741515255399383,0.7096331847788824,0.5354816592389441,307.4803149606299,0.673294480630785,0.990743914981145,0.31744943435036,47.14867617107944
episode_051,joint_30hz_interpolated,2588,1.7196951297870107,0.8569356465636268,-0.8627594832233839,-50.16932759065494,1.830877737682039,0.9748616493019151,-0.856016088380124,-46.75441023516256,2.5501531880968815,1.792718085069377,-0.7574351030275046,-29.701553089552256,3.0165877841661013,2.294444765543818,-0.7221430186222833,-23.939068586459545,3.383241645821347,2.87487833658783,-0.5083633092335171,-15.025923727954765,0.1418083462132921,0.6966769706336939,0.5548686244204019,391.2806539509537,0.6054868624420402,0.9725656877897991,0.36707882534775893,60.62539885130823
episode_052,joint_30hz_interpolated,2778,1.774095497353316,0.8222352304791662,-0.9518602668741498,-53.65327110599076,1.9518857908902165,0.9347236227318347,-1.0171621681583818,-52.11176662618535,3.4521559772034602,1.670809079310893,-1.7813468978925673,-51.60099687429563,3.609338886855425,2.2664962442235725,-1.3428426426318523,-37.20467057062024,3.6756896590682455,3.4905308682623173,-0.18515879080592823,-5.037389115512661,0.17962562994960404,0.7311015118790497,0.5514758819294456,307.0140280561122,0.669906407487401,0.9794816414686826,0.3095752339812815,46.21171413218699
episode_053,joint_30hz_interpolated,2658,1.859413995977007,0.8410037913479664,-1.0184102046290406,-54.77049257628768,1.9415448612033628,0.962445809553419,-0.9790990516499438,-50.42886575606096,2.7680448268212983,1.7276097125749643,-1.040435114246334,-37.58736506594527,3.4374150022157948,2.4280399764012266,-1.0093750258145682,-29.36436319629472,3.662189360629538,3.6208593061097325,-0.041330054519805426,-1.1285613727166939,0.07223476297968397,0.7140707298720843,0.6418359668924003,888.5416666666667,0.5842738901429646,0.9744168547780286,0.39014296463506404,66.77398583386994
episode_054,joint_30hz_interpolated,3303,1.9376257405618706,0.9129752563000905,-1.0246504842617803,-52.88175434563814,2.112957419080403,1.07873340049503,-1.034224018585373,-48.94675156470905,3.2356057615163194,1.6970356396684945,-1.538570121847825,-47.55122333342602,3.77754220140992,3.41494001599286,-0.3626021854170598,-9.598891715404877,3.9432752358972376,6.974048062380775,3.0307728264835374,76.85927674774462,0.14047835301241296,0.6642446260974871,0.5237662730850742,372.84482758620686,0.5573720859824403,0.9754768392370572,0.41810475325461693,75.0135795763172
episode_055,joint_30hz_interpolated,2621,1.8112750352955747,0.8857170293333804,-0.9255580059621943,-51.099804719119106,1.9035070561913097,0.9865918675361595,-0.9169151886551502,-48.16978143962272,2.716337441830454,1.745046212522358,-0.9712912293080957,-35.757384717768105,3.109668700553743,2.2019050083544904,-0.9077636921992527,-29.19165286120692,3.341521660878906,2.82563507422492,-0.5158865866539859,-15.438672527362712,0.10759252193819153,0.6745516978252576,0.566959175887066,526.950354609929,0.6684471575734453,0.9790156428843952,0.31056848531094994,46.461187214611854
episode_056,joint_30hz_interpolated,3219,1.4315296896605958,0.8670321426972045,-0.5644975469633913,-39.433170757166,1.514868211650816,0.990883567386725,-0.5239846442640911,-34.58945406829039,2.234105355775717,1.8311190102537551,-0.4029863455219618,-18.03792934295341,3.0482227589872233,2.5703595107071133,-0.47786324828010995,-15.676782376589852,3.4663205156751973,4.474908653970317,1.0085881382951198,29.096793955842802,0.204721963342653,0.7023920472196334,0.4976700838769804,243.0955993930197,0.895309102205654,0.970798384591488,0.07548928238583408,8.431644691186671
episode_057,joint_30hz_interpolated,3170,2.0648701994372547,0.9041372898183905,-1.160732909618864,-56.21335955815538,2.219816702195579,1.0442335953080002,-1.1755831068875786,-52.95856661159597,3.3814557673675454,1.8137664014524502,-1.5676893659150952,-46.36137432415794,3.5823810754561687,3.2284668481304686,-0.3539142273257001,-9.879301500068186,3.80759873132058,4.315190860312577,0.5075921289919969,13.331029995798689,0.1028391167192429,0.7,0.5971608832807571,580.6748466257669,0.5145110410094638,0.9602523659305994,0.4457413249211356,86.63396689147761
episode_058,joint_30hz_interpolated,3114,1.7711132701545174,0.878873365139451,-0.8922399050150663,-50.37734853272397,1.86836873100562,0.9694945534083437,-0.8988741775972764,-48.11010603423402,2.7832262522525415,1.6887052850471502,-1.0945209672053913,-39.32561955103598,3.2000837310678256,2.1309563749182687,-1.069127356149557,-33.409355691852575,3.397354428664522,3.014671941037215,-0.38268248762730694,-11.264132008085388,0.12684649967886963,0.6897880539499036,0.562941554271034,443.7974683544303,0.6451509312780989,0.9813744380218369,0.336223506743738,52.11548033847687
episode_059,joint_30hz_interpolated,2839,2.034752382885345,0.8922587092705945,-1.1424936736147504,-56.149027430780414,2.1037934107760865,0.9837245308542366,-1.12006887992185,-53.24044053872466,2.860776839259175,1.579496259706694,-1.281280579552481,-44.78785489203976,3.3820350121474707,2.326399077289197,-1.0556359348582736,-31.213039813800822,3.6181479666585314,3.9545007200415223,0.33635275338299087,9.296268601574711,0.020781965480803098,0.6879182810848891,0.6671363156040859,3210.1694915254234,0.4388869320183163,0.9837971116590348,0.5449101796407185,124.15730337078651
episode_060,joint_30hz_interpolated,2613,2.104039100753173,1.0560789125342622,-1.047960188218911,-49.80706812167975,2.2275688069001203,1.3729061037957522,-0.8546627031043681,-38.36751082422072,3.5299173598128646,2.1325773578901424,-1.3973400019227222,-39.585629336002384,3.71932751200131,5.745013459115764,2.025685947114454,54.46376907056688,3.7844934417779985,6.996916588539346,3.2124231467613473,84.88383442017842,0.07271335629544584,0.6203597397627248,0.547646383467279,753.1578947368422,0.4538844240336778,0.9418293149636433,0.4879448909299655,107.504215851602
episode_061,joint_30hz_interpolated,2946,1.869797887729131,0.9058117861751096,-0.9639861015540214,-51.55563111287832,1.9998926618647561,1.0039099922005952,-0.9959826696641609,-49.80180629971804,3.134472277769876,1.7200524587143702,-1.414419819055506,-45.124655562812684,3.4040542089887755,2.2652689605925582,-1.1387852483962173,-33.453792991578425,3.9157286495402603,3.0773091108105466,-0.8384195387297138,-21.41158424826376,0.10556687033265445,0.6527494908350305,0.5471826205023761,518.3279742765274,0.5845213849287169,0.9789545145960624,0.39443312966734556,67.47967479674797
episode_062,joint_30hz_interpolated,2614,1.8756401945767012,0.9293356379614988,-0.9463045566152024,-50.45235004833998,1.9629986186570736,1.0331803135106243,-0.9298183051464493,-47.36724194857337,2.792851326163184,1.771913301881866,-1.0209380242813182,-36.555401811663266,3.0451940306698844,2.4341999825276095,-0.6109940481422749,-20.064207468837967,3.4094852983953197,3.151988406629367,-0.2574968917659528,-7.552368443622391,0.05547054322876817,0.6491966335118592,0.593726090283091,1070.344827586207,0.617061973986228,0.9667176740627391,0.34965570007651114,56.66460012399258
episode_063,joint_30hz_interpolated,2427,1.80884687883355,0.8542111827492054,-0.9546356960843447,-52.77592632384392,1.9481071113752846,0.9318694314947464,-1.0162376798805381,-52.16539039083511,2.7745810931777974,1.571704715814602,-1.2028763773631954,-43.35344100487295,3.3366652203820206,1.9710511730141878,-1.3656140473678329,-40.92751166721729,3.628997268585224,2.6477417753871286,-0.9812554931980952,-27.039300957662082,0.18088174701277296,0.7136382365059745,0.5327564894932015,294.5330296127563,0.5620107128141739,0.9913473423980222,0.42933662958384833,76.39296187683283
episode_064,joint_30hz_interpolated,2755,1.9711509248118606,0.8995549207376672,-1.0715960040741934,-54.363975410785635,2.0932016179400597,0.9911891410742962,-1.1020124768657635,-52.647220765588024,3.116782512233404,1.6974699801337234,-1.4193125320996804,-45.537746908193434,3.5855236067642724,2.1308537557036695,-1.4546698510606029,-40.57063934305981,3.736005909239272,3.374750438765898,-0.3612554704733739,-9.669563679756946,0.07767695099818511,0.674410163339383,0.5967332123411979,768.2242990654207,0.5480943738656987,0.9829401088929219,0.43484573502722323,79.33774834437087
episode_065,joint_30hz_interpolated,2621,1.6932218906822707,0.9316246177282973,-0.7615972729539734,-44.979177102836395,1.8357136257916602,1.028624292443267,-0.8070893333483933,-43.96597170761492,2.908040759194547,1.7554300212282585,-1.1526107379662884,-39.63530202669966,3.0542772539386234,2.2151048563776126,-0.8391723975610108,-27.47531830906515,3.1896535668624706,3.185841963540797,-0.00381160332167374,-0.11949897510101874,0.2159481114078596,0.6405951926745517,0.42464708126669204,196.643109540636,0.6734070965280428,0.9740557039297978,0.30064860740175503,44.64589235127478
episode_066,joint_30hz_interpolated,3106,2.088241712991249,0.9425672570747105,-1.1456744559165388,-54.8631151647405,2.2269286733808547,1.0494134122492365,-1.1775152611316182,-52.876200086999226,3.495620028676729,1.8605226297401147,-1.6350973989366144,-46.77560448569642,3.7894116973718552,2.4913997630492717,-1.2980119343225835,-34.25365302014608,3.9087917754555064,2.917211143120512,-0.9915806323349945,-25.367957397000044,0.05280103026400515,0.6368319381841597,0.5840309079201546,1106.09756097561,0.5305859626529298,0.9645846748229234,0.43399871216999364,81.7961165048544
episode_067,joint_30hz_interpolated,2792,2.035877657597954,0.9837332278582095,-1.0521444297397444,-51.6801402978765,2.1804823277606897,1.088315911868193,-1.0921664158924966,-50.08829477715277,3.2893495789005236,1.856645674368762,-1.4327039045317616,-43.55584197319179,3.4578669437999983,2.4437265052442023,-1.014140438555796,-29.328498031833277,3.7089570306929946,3.203892918227195,-0.5050641124657997,-13.617416116881563,0.08775071633237823,0.5970630372492837,0.5093123209169055,580.4081632653061,0.5168338108882522,0.9620343839541547,0.44520057306590255,86.13998613998612
episode_068,joint_30hz_interpolated,2850,1.7190519256864354,0.9350360588394968,-0.7840158668469386,-45.60745694367974,1.842285704666064,1.0586189585956542,-0.7836667460704096,-42.53774233201568,2.9219491336335413,1.8352842201796713,-1.08666491345387,-37.18972725930263,3.1236938245292105,2.745862588030559,-0.37783123649865136,-12.095655263383453,3.2503433484684203,3.684806053735,0.4344627052665797,13.366671107878524,0.15824561403508772,0.6449122807017544,0.4866666666666667,307.5388026607539,0.7,0.9635087719298245,0.2635087719298246,37.64411027568923
episode_069,joint_30hz_interpolated,2582,2.0501786827145456,1.0060261925020006,-1.044152490212545,-50.92982865425327,2.2038422056810645,1.1156377155274608,-1.0882044901536037,-49.377604592036136,3.4789117746054528,1.946552268373423,-1.5323595062320297,-44.04709304264597,3.7241332186299494,2.4260802147325307,-1.2980530038974187,-34.85517106111882,3.978497103487134,4.127918775589139,0.14942167210200497,3.7557315794207207,0.07629744384198296,0.576297443841983,0.5,655.3299492385787,0.5387296669248645,0.9566227730441518,0.4178931061192873,77.57009345794391
episode_070,joint_30hz_interpolated,2821,2.1025920437894534,0.9806827293705704,-1.121909314418883,-53.35839245338775,2.2260246450582977,1.0762361840615449,-1.1497884609967528,-51.65209933992626,3.221507326234833,1.8222241266548194,-1.3992831995800135,-43.43566715446334,3.3481582912081986,2.3836055396572697,-0.9645527515509289,-28.808457296768534,3.6579713090712085,3.2079964929239986,-0.4499748161472099,-12.30121228756883,0.05778092874867068,0.6012052463665367,0.543424317617866,940.4907975460122,0.4728819567529245,0.9680964197093229,0.4952144629563984,104.72263868065966
episode_071,joint_30hz_interpolated,2809,1.982888327045309,0.963888164683657,-1.019000162361652,-51.389689901501335,2.1126359451991257,1.0827202950817094,-1.0299156501174163,-48.7502663418113,3.1979581024038035,1.9365526420635093,-1.2614054603402942,-39.44408963307355,3.29814683972165,2.6885097783024423,-0.6096370614192077,-18.48423041924533,3.4891100307317635,3.173061506831725,-0.31604852390003835,-9.058141506467601,0.05660377358490566,0.6212175151299395,0.5646137415450339,997.4842767295598,0.5938056247775009,0.9583481666073336,0.3645425418298327,61.39088729016787
episode_072,joint_30hz_interpolated,2778,1.9992490759582726,1.052217702363691,-0.9470313735945817,-47.36935407313639,2.150334004985451,1.2405263010160328,-0.9098077039694183,-42.31006447649857,3.1552833126473083,2.4202390334560517,-0.7350442791912566,-23.295666549022137,3.3975278859739517,3.5809627070760324,0.18343482110208065,5.399067417793875,3.620032970715836,4.491772139092003,0.871739168376167,24.08097316869981,0.1493880489560835,0.5979121670266379,0.44852411807055437,300.24096385542174,0.4614830813534917,0.9208063354931606,0.4593232541396689,99.5319812792512
episode_073,joint_30hz_interpolated,3397,2.1699763586579417,1.0397698902494343,-1.1302064684085074,-52.08381482586762,2.2424025952004514,1.1790773359752338,-1.0633252592252176,-47.41901661642367,3.0248063991311906,2.0908969070181698,-0.9339094921130209,-30.87501707154765,3.2759939025300775,3.142390900005348,-0.13360300252472967,-4.078243320952062,4.164287968813014,4.027717338991858,-0.13657062982115598,-3.279567379680613,0.020312040035325288,0.5705033853400059,0.5501913453046806,2708.695652173913,0.3876950250220783,0.941713276420371,0.5540182513982926,142.9005315110099
episode_074,joint_30hz_interpolated,3084,1.754056951441996,0.9726380413910868,-0.7814189100509091,-44.54923253253043,1.9560750721991877,1.0732933430926241,-0.8827817291065636,-45.130258120107044,3.369504546505271,1.836527730902984,-1.532976815602287,-45.495614991593804,3.4690887370940438,2.45338088461079,-1.0157078524832537,-29.278808628403176,3.5854126163743865,3.7549902771588335,0.16957766078444703,4.7296553822005025,0.23378728923476005,0.6160830090791181,0.382295719844358,163.5228848821082,0.6608300907911803,0.9672503242542153,0.30642023346303504,46.36898920510305
episode_075,joint_30hz_interpolated,2928,1.6873088665207536,0.9246266058284834,-0.7626822606922702,-45.20110548965039,1.780489354185135,1.024122237373862,-0.7563671168112729,-42.480855896913496,2.648454925642522,1.7853790167484207,-0.8630759088941011,-32.58790249883965,2.8465261330805998,2.313815735623159,-0.532710397457441,-18.714403892752077,3.1147429621898555,3.0219754049071565,-0.09276755728269892,-2.978337487517032,0.12807377049180327,0.6434426229508197,0.5153688524590164,402.4000000000001,0.6871584699453552,0.9737021857923497,0.28654371584699445,41.699801192842926
episode_076,joint_30hz_interpolated,3372,1.7956814755941135,0.9907724620709163,-0.8049090135231972,-44.82470997574264,1.8832428759460824,1.0948959258559703,-0.7883469500901121,-41.86114070358935,2.656638126153035,1.878177800625391,-0.7784603255276441,-29.302460047688147,2.9406127286854464,2.5895407167935893,-0.3510720118918571,-11.938736728817677,3.3245263520558144,3.6480818525868868,0.3235555005310724,9.73237887950543,0.12129300118623962,0.594306049822064,0.4730130486358244,389.97555012224933,0.6094306049822064,0.9635231316725978,0.3540925266903915,58.102189781021906
episode_077,joint_30hz_interpolated,2926,1.7543991602175109,0.9810429234522257,-0.7733562367652852,-44.08097394833478,1.9394714573939775,1.0948623256423724,-0.8446091317516051,-43.54841771615895,3.3244750013124684,1.9201741903732061,-1.4043008109392623,-42.24128051451308,3.4422528030238944,2.600075592344579,-0.8421772106793153,-24.465873335610134,3.5556058582492174,3.544196544853103,-0.011409313396114396,-0.3208823995394233,0.17840054682159945,0.6114149008885851,0.43301435406698563,242.72030651340998,0.6992481203007519,0.956596035543404,0.2573479152426521,36.80351906158358
episode_078,high_rate_observer_log,3490,1.9628811340724028,1.1759322009866957,-0.7869489330857071,-40.091522580025966,2.10453590554645,1.339506121969472,-0.7650297835769782,-36.35147214931149,3.056796644401038,2.433112783605847,-0.6236838607951913,-20.403184553920454,3.5616976585054063,3.5042987837416004,-0.057398874763805896,-1.6115594378634643,3.8988652599768874,5.272315319336428,1.373450059359541,35.2269177767811,0.12836676217765042,0.47421203438395415,0.34584527220630373,269.4196428571429,0.48825214899713465,0.9060171919770774,0.41776504297994277,85.56338028169016
episode_079,high_rate_observer_log,3523,1.710384260296107,1.2121896304228292,-0.4981946298732778,-29.127643503163952,1.8617687609913551,1.368674109291589,-0.4930946516997661,-26.48527905459123,2.984914204161711,2.3954096557869984,-0.5895045483747126,-19.749463738448394,3.171717736535647,3.497240569349719,0.32552283281407224,10.26329767823631,3.519826659215325,5.708235417002652,2.188408757787327,62.173765064760005,0.17343173431734318,0.43230201532784557,0.25887028101050236,149.26350245499177,0.6695997729208061,0.9015043996593812,0.23190462673857515,34.63331920305215
episode_080,high_rate_observer_log,3243,1.4656232435257803,1.1503045649317263,-0.31531867859405405,-21.514306625999385,1.5967000879285154,1.2825469657333173,-0.3141531221951981,-19.675149050863133,2.502794089112363,2.2869491801073267,-0.21584490900503628,-8.624157694154835,2.896716002423175,3.016745488489124,0.12002948606594899,4.143640107126185,3.4632053223748196,3.76745492386362,0.30424960148880054,8.78520252677851,0.26919518963922295,0.4776441566450817,0.20844896700585874,77.43413516609391,0.7382053654024052,0.9164353993216158,0.17823003391921055,24.143692564745187
episode_081,high_rate_observer_log,3446,1.6868038730964106,0.7748355166885025,-0.9119683564079081,-54.0648720905435,1.814374840067642,0.8669685574766126,-0.9474062825910294,-52.21667880688364,2.7475224808996255,1.5188740914982335,-1.228648389401392,-44.71841078436213,2.9467187408836977,1.8905157781540363,-1.0562029627296614,-35.84335851520442,3.0514191582144403,2.858945414038911,-0.19247374417552932,-6.307679613840949,0.20951828206616366,0.7463726059199072,0.5368543238537435,256.23268698060946,0.6619268717353454,0.9930354033662218,0.3311085316308764,50.02192021043402
episode_082,high_rate_observer_log,2807,1.3365899531862566,0.832839787011936,-0.5037501661743207,-37.689207896067586,1.4411701958839827,0.9650467097975793,-0.4761234860864033,-33.03728369114374,2.226109674803154,1.7372980850305548,-0.4888115897725991,-21.958109041317687,2.6993900909099158,2.547628700361509,-0.15176139054840698,-5.62206222285016,2.9647707002093813,3.5834698435995613,0.6186991433901801,20.86836406425919,0.2967581047381546,0.7128607053794086,0.416102600641254,140.2160864345738,0.8963306020662629,0.9707873174207339,0.07445671535447096,8.306836248012717
episode_083,high_rate_observer_log,3211,1.7739560203499123,0.7905805133364554,-0.9833755070134569,-55.43404096452664,1.9050194821975985,0.8765891654321359,-1.0284303167654625,-53.98529129891535,2.8581896852298265,1.5088835671737661,-1.3493061180560604,-47.20841744789807,3.3380223186295033,1.8990324562817562,-1.438989862347747,-43.10905455355239,3.741904027005772,2.705271316003428,-1.036632711002344,-27.7033484429542,0.14917471192774837,0.748364995328558,0.5991902834008097,401.67014613778707,0.6325132357521022,0.9940828402366864,0.3615696044845842,57.16395864106351
episode_084,high_rate_observer_log,3169,1.5903831051147432,0.8387567149964553,-0.7516263901182879,-47.26071269878457,1.7510805502893327,0.9468186061956033,-0.8042619440937294,-45.929465892408,2.764945193622295,1.6840937359740416,-1.0808514576482535,-39.09124347713574,3.034186929664647,2.179150128858538,-0.8550368008061091,-28.18009636936284,3.276488854244288,3.0335966211981447,-0.24289223304614316,-7.413186610767993,0.2631745029977911,0.6920164089618176,0.4288419059640265,162.94964028776977,0.677816345850426,0.9804354686020826,0.3026191227516566,44.64618249534449
episode_085,high_rate_observer_log,3415,1.8694770570171153,0.838246274134288,-1.0312307828828273,-55.16145699740386,1.986817183199105,0.9468447336341944,-1.0399724495649108,-52.34364079187108,2.8917964123575888,1.608275364188857,-1.2835210481687318,-44.38490353898455,3.3294367090027595,2.4794208427659155,-0.850015866236844,-25.530320607639446,3.7396699591013185,3.694295961178593,-0.04537399792272545,-1.2133155711320924,0.1349926793557833,0.7045387994143485,0.5695461200585652,421.90889370932763,0.5215226939970717,0.9818448023426062,0.46032210834553444,88.26501965188098
episode_086,high_rate_observer_log,3347,1.6673912694171154,0.7987760318390892,-0.8686152375780262,-52.094265665771154,1.7810053064678586,0.8986195701769939,-0.8823857362908647,-49.54425082768775,2.7568801835907335,1.5635140208442149,-1.1933661627465186,-43.28683451132808,3.1261521253465547,2.0246152336465975,-1.1015368916999573,-35.2361896520901,3.5624670649240557,3.5630206510666795,0.0005535861426237965,0.015539403804582198,0.15596056169704212,0.7230355542276665,0.5670749925306244,363.60153256704984,0.6895727517179564,0.9892440991933075,0.29967134747535107,43.45753899480069
episode_087,high_rate_observer_log,2877,1.7837980080539662,0.844739587073108,-0.9390584209808581,-52.64376441396095,1.9185737918198233,0.9430878664900878,-0.9754859253297355,-50.84432662892047,3.028757067239551,1.6412134698573944,-1.3875435973821566,-45.8123106798652,3.492643221134993,2.1160204446769706,-1.3766227764580226,-39.41492701366347,3.8093440914625063,3.107346726553523,-0.7019973649089835,-18.428300202186996,0.1411192214111922,0.7003823427181092,0.559263121306917,396.3054187192119,0.6409454292665971,0.9850538755648245,0.34410844629822734,53.687635574837316
episode_088,high_rate_observer_log,3429,1.7524121623976783,0.8861441583297164,-0.8662680040679619,-49.43289156831234,1.854282442226442,0.980508966496176,-0.8737734757302659,-47.12191928437416,2.7910915819618176,1.681113280981757,-1.1099783009800606,-39.76860910453798,3.173565503673787,2.3499469023852972,-0.8236186012884898,-25.952468929191834,3.3545839210228054,3.549029590947047,0.1944456699242414,5.796416917927495,0.11344415281423155,0.6932050160396617,0.5797608632254301,511.05398457583544,0.6488772236803733,0.9772528433945756,0.32837561971420237,50.6067415730337
episode_089,high_rate_observer_log,3394,1.6950117432221208,0.9160937035781884,-0.7789180396439324,-45.953548272370874,1.868136529348784,1.0389608240866925,-0.8291757052620914,-44.38517700583344,3.2919670308088116,1.832198197136142,-1.4597688336726695,-44.34336127947233,3.447942242009469,2.845687039969754,-0.6022552020397152,-17.467090796994306,3.89653323749767,3.4326585489453296,-0.4638746885523406,-11.904805124933006,0.218326458456099,0.6635238656452563,0.44519740718915735,203.9136302294197,0.6853270477312905,0.9611078373600471,0.27578078962875663,40.24075666380052
episode_090,high_rate_observer_log,3435,1.805466740730499,0.8251945064044505,-0.9802722343260485,-54.29467141163877,1.9445111765767968,0.9276668960964035,-1.0168442804803934,-52.29305404510407,2.8764848925273436,1.629007077859476,-1.2474778146678676,-43.36813372142573,3.2131086262420134,2.0859250503379734,-1.12718357590404,-35.080780235630286,3.475440206804886,3.779742234691805,0.30430202788691885,8.755783721759844,0.15458515283842794,0.7234352256186317,0.5688500727802037,367.984934086629,0.5787481804949054,0.9848617176128093,0.4061135371179039,70.17102615694164
episode_091,high_rate_observer_log,3316,1.7949515648510062,0.9030578692797061,-0.8918936955713,-49.68901183945505,1.9022234091135188,0.998895961691355,-0.9033274474221639,-47.48797870399124,2.8068640418606816,1.7090271463884157,-1.097836895472266,-39.112578275950455,3.1232174290043413,2.1744671315510162,-0.9487502974533251,-30.37733744191418,3.6142371458522478,2.872896696456841,-0.7413404493954068,-20.511671466997676,0.07961399276236429,0.6547044632086851,0.5750904704463209,722.3484848484849,0.6456574185765983,0.9810012062726177,0.33534378769601936,51.938346567024766
episode_092,high_rate_observer_log,3626,1.9821359082358923,0.9197076878545113,-1.0624282203813809,-53.600170198568556,2.103334215678207,1.0432133871052076,-1.0601208285729995,-50.401919993070145,3.0924175188915553,1.7814026835634844,-1.3110148353280708,-42.394496452018245,3.211188182468142,2.7584883175045616,-0.4526998649635803,-14.097581307602844,3.313952023976656,3.9160778792139226,0.6021258552372668,18.169419800915872,0.09073359073359073,0.6555432984004412,0.5648097076668505,622.4924012158054,0.45228902371759516,0.9655267512410369,0.5132377275234418,113.47560975609754
episode_093,high_rate_observer_log,3804,1.6834327022651916,0.9029289644322482,-0.7805037378329434,-46.36382177812715,1.794426773871691,1.0068322846493074,-0.7875944892223836,-43.891146782381874,2.777546077564175,1.715817394454185,-1.0617286831099901,-38.22542105371999,2.966852988802267,2.3007601721575757,-0.6660928166446913,-22.451156803478703,3.1732869537032165,3.475812979010167,0.3025260253069506,9.533522486956423,0.13590956887486855,0.6569400630914827,0.5210304942166142,383.36557059961325,0.703732912723449,0.9766035751840169,0.2728706624605679,38.774747852073226
episode_094,high_rate_observer_log,3737,1.9005701905743382,1.1252685513421752,-0.775301639232163,-40.7931074094071,2.011983217869768,1.3427505581404353,-0.6692326597293325,-33.262338064524094,2.8947214272584714,2.7908172063122425,-0.10390422094622886,-3.5894376559969823,3.1083593231702835,3.78836236230031,0.6800030391300265,21.87659045919043,3.4571325916373685,4.715521995340234,1.2583894037028656,36.39980157969199,0.12229060743912229,0.5643564356435643,0.442065828204442,361.48796498905904,0.5161894567835162,0.8964409954508964,0.38025153866738015,73.66511145671329
episode_095,high_rate_observer_log,3297,1.7267380227910296,0.9428743400041806,-0.783863682786849,-45.395634568806415,1.8389676468845253,1.0672570147398444,-0.7717106321446809,-41.96433979967344,2.9658190424168125,1.8425218557433236,-1.1232971866734889,-37.87477154230309,3.357294674911128,2.5927125264978006,-0.7645821484133273,-22.773757517533575,3.733110582669109,5.814386580389047,2.081275997719938,55.75179067510671,0.11525629360024264,0.6393691234455565,0.5241128298453139,454.7368421052632,0.7024567788898999,0.9654231119199272,0.26296633303002737,37.43523316062177
